"HYBAS_ID","Quarter","Year","TimeSeriesID","SurveyID","Species","Abundance","UnitAbundance","SourceID","SiteID","Protocol","BioRealm","HydroBasin","Country","Region","Province","Waterbody","lat","long","ZONE","ROW_","ORD_STRA","ORD_STRA2"
"5294",2070052960,"3",2005,"G6071","nfp40048","Salmo trutta",82.857,"Ind.100m2",27,"S5916","Electrofishing","Palearctic",2080052960,"GBR","ENGLAND","NORTHUMBERLAND","EGLINGHAM BURN",55.44486,-1.77076195,30,"U",1,1
"5295",2070052960,"3",2005,"G6085","nfp40167","Salmo trutta",56.667,"Ind.100m2",27,"S5994","Electrofishing","Palearctic",2080052960,"GBR","ENGLAND","NORTHUMBERLAND","TITLINGTON BURN",55.45027,-1.780216508,30,"U",1,1
"5296",2070052960,"3",2005,"G2110","nfp403","Salmo salar",5.303,"Ind.100m2",27,"S6259","Electrofishing","Palearctic",2080052960,"GBR","ENGLAND","NORTHUMBERLAND","EGLINGHAM BURN",55.4584,-1.808634817,30,"U",1,1
"5297",2070052960,"3",2005,"G2110","nfp403","Salmo trutta",12.879,"Ind.100m2",27,"S6259","Electrofishing","Palearctic",2080052960,"GBR","ENGLAND","NORTHUMBERLAND","EGLINGHAM BURN",55.4584,-1.808634817,30,"U",1,1
"5304",2070052960,"3",2005,"G2150","nfp741","Salmo trutta",68,"Ind.100m2",27,"S6412","Electrofishing","Palearctic",2080052960,"GBR","ENGLAND","NORTHUMBERLAND","SHAWDON BURN",55.41621,-1.834112449,30,"U",2,2
"5269",2070052960,"3",2005,"G2191","nfp1025","Salmo trutta",80,"Ind.100m2",27,"S6609","Electrofishing","Palearctic",2080052960,"GBR","ENGLAND","NORTHUMBERLAND","SWINE BURN",55.39738,-1.868926234,30,"U",2,2
"5271",2070052960,"3",2005,"G2225","nfp1264","Salmo trutta",50.833,"Ind.100m2",27,"S6735","Electrofishing","Palearctic",2080052960,"GBR","ENGLAND","NORTHUMBERLAND","RIVER ALN",55.40162,-1.891160817,30,"U",2,2
"5272",2070052960,"3",2005,"G2234","nfp1340","Salmo salar",0.833,"Ind.100m2",27,"S6768","Electrofishing","Palearctic",2080052960,"GBR","ENGLAND","NORTHUMBERLAND","RIVER ALN",55.4001,-1.90049672,30,"U",2,2
"5273",2070052960,"3",2005,"G2234","nfp1340","Salmo trutta",8.333,"Ind.100m2",27,"S6768","Electrofishing","Palearctic",2080052960,"GBR","ENGLAND","NORTHUMBERLAND","RIVER ALN",55.4001,-1.90049672,30,"U",2,2
"5274",2070052960,"3",2005,"G2234","nfp1341","Salmo trutta",24,"Ind.100m2",27,"S6768","Electrofishing","Palearctic",2080052960,"GBR","ENGLAND","NORTHUMBERLAND","RIVER ALN",55.4001,-1.90049672,30,"U",2,2
